asin,reviewer_id,rating,review_text
B005084,4573,1,Review text 4906
B006903,4708,5,Review text 4907
B004784,2877,1,Review text 4908
B009170,2846,1,Review text 4909
B007562,3315,3,Review text 4910
B008465,2845,2,Review text 4911
B000498,1714,1,Review text 4912
B008115,1046,5,Review text 4913
B007474,1487,3,Review text 4914
B001589,288,3,Review text 4915
B005783,722,3,Review text 4916
B008291,3161,5,Review text 4917
B005753,1501,5,Review text 4918
B009439,3104,3,Review text 4919
B003966,4945,5,Review text 4920
B005939,576,4,Review text 4921
B001705,3390,1,Review text 4922
B008277,996,5,Review text 4923
B004860,1467,3,Review text 4924
B008575,4932,5,Review text 4925
B007235,4277,5,Review text 4926
B002766,2693,3,Review text 4927
B004732,2813,2,Review text 4928
B000862,1354,1,Review text 4929
B005603,653,1,Review text 4930
B000166,4666,1,Review text 4931
B007513,1708,3,Review text 4932
B005495,4367,3,Review text 4933
B002487,2467,2,Review text 4934
B002638,959,2,Review text 4935
B006919,3897,4,Review text 4936
B004793,4762,1,Review text 4937
B008813,2034,1,Review text 4938
B006219,2730,2,Review text 4939
B006760,72,4,Review text 4940
B007705,4972,2,Review text 4941
B009954,2820,1,Review text 4942
B000725,3996,3,Review text 4943
B001067,508,1,Review text 4944
B007363,4486,1,Review text 4945
B006143,1977,5,Review text 4946
B009649,4857,4,Review text 4947
B000455,1121,1,Review text 4948
B002626,288,2,Review text 4949
B004090,1017,4,Review text 4950
B005165,1723,1,Review text 4951
B001481,2492,3,Review text 4952
B002999,2916,3,Review text 4953
B005237,1326,5,Review text 4954
B003612,238,2,Review text 4955
B003191,3834,5,Review text 4956
B001167,1097,4,Review text 4957
B003418,3151,5,Review text 4958
B003492,574,2,Review text 4959
B008201,3724,2,Review text 4960
B009876,3347,4,Review text 4961
B002898,2133,5,Review text 4962
B005891,550,2,Review text 4963
B002025,1004,4,Review text 4964
B004290,1659,1,Review text 4965
B009082,3883,5,Review text 4966
B007511,3210,2,Review text 4967
B000524,2559,2,Review text 4968
B005818,2701,4,Review text 4969
B008942,599,4,Review text 4970
B007763,1469,3,Review text 4971
B002309,3064,1,Review text 4972
B006040,3564,1,Review text 4973
B007150,3199,3,Review text 4974
B006388,1479,5,Review text 4975
B008828,4764,2,Review text 4976
B002021,628,4,Review text 4977
B005483,4650,4,Review text 4978
B008989,2895,1,Review text 4979
B008594,1653,1,Review text 4980
B005013,4873,2,Review text 4981
B002076,2731,2,Review text 4982
B002697,1863,3,Review text 4983
B002878,1259,1,Review text 4984
B001416,1696,5,Review text 4985
B006500,2762,2,Review text 4986
B004105,1681,3,Review text 4987
B003009,3036,2,Review text 4988
B007585,4762,5,Review text 4989
B003499,1424,2,Review text 4990
B003636,1222,4,Review text 4991
B009995,4768,2,Review text 4992
B004604,4243,4,Review text 4993
B008265,496,4,Review text 4994
B003351,1765,3,Review text 4995
B005148,2671,4,Review text 4996
B001978,2408,1,Review text 4997
B007353,3717,3,Review text 4998
B003897,1683,3,Review text 4999
B004741,261,3,Review text 5000
B008948,916,3,Review text 5001
B000699,4045,1,Review text 5002
B008371,3080,5,Review text 5003
B002145,86,1,Review text 5004
B008908,4174,2,Review text 5005
B007686,2359,3,Review text 5006
B003378,706,2,Review text 5007
B003559,3024,5,Review text 5008
B006931,4092,3,Review text 5009
B004556,3880,5,Review text 5010
B001415,841,5,Review text 5011
B007128,1130,1,Review text 5012
B007660,792,2,Review text 5013
B003081,4115,1,Review text 5014
B008289,539,5,Review text 5015
B000551,4745,5,Review text 5016
B007340,1021,3,Review text 5017
B006489,2783,1,Review text 5018
B006832,3536,1,Review text 5019
B000312,1895,1,Review text 5020
B000166,1075,4,Review text 5021
B009821,3912,3,Review text 5022
B008273,4591,3,Review text 5023
B000392,2361,1,Review text 5024
B008288,589,3,Review text 5025
B000506,4764,2,Review text 5026
B003380,3604,1,Review text 5027
B005944,4785,1,Review text 5028
B002467,981,5,Review text 5029
B004847,4951,1,Review text 5030
B008210,1857,2,Review text 5031
B006562,3115,1,Review text 5032
B005419,3461,4,Review text 5033
B008934,2477,2,Review text 5034
B005410,1377,5,Review text 5035
B009437,4877,2,Review text 5036
B009574,4613,3,Review text 5037
B005733,1959,4,Review text 5038
B002442,1434,5,Review text 5039
B009874,4438,1,Review text 5040
B009369,4246,5,Review text 5041
B007883,3000,5,Review text 5042
B004003,1774,4,Review text 5043
B006637,2516,3,Review text 5044
B004879,4705,3,Review text 5045
B001656,3895,3,Review text 5046
B002922,3656,4,Review text 5047
B006665,4035,3,Review text 5048
B008630,4760,4,Review text 5049
B006854,3330,4,Review text 5050
B005136,719,1,Review text 5051
B004906,3360,2,Review text 5052
B001404,3576,2,Review text 5053
B006228,2722,5,Review text 5054
B000399,1133,1,Review text 5055
B005196,2813,4,Review text 5056
B009950,4967,1,Review text 5057
B006733,2329,3,Review text 5058
B001124,3856,5,Review text 5059
B006817,868,5,Review text 5060
B004899,3911,4,Review text 5061
B007720,1208,3,Review text 5062
B000571,824,2,Review text 5063
B000419,4905,5,Review text 5064
B003267,2652,5,Review text 5065
B000453,4391,3,Review text 5066
B009871,311,4,Review text 5067
B003869,3157,4,Review text 5068
B005485,2066,4,Review text 5069
B004428,3946,2,Review text 5070
B004042,3332,4,Review text 5071
B004913,3861,3,Review text 5072
B007651,4790,4,Review text 5073
B005002,3995,3,Review text 5074
B009198,2353,1,Review text 5075
B009151,1604,1,Review text 5076
B004626,3500,2,Review text 5077
B002902,2668,1,Review text 5078
B001155,1083,2,Review text 5079
B006963,2487,3,Review text 5080
B003079,1637,2,Review text 5081
B008413,3989,4,Review text 5082
B008400,1028,5,Review text 5083
B001452,2783,4,Review text 5084
B004956,3056,2,Review text 5085
B009458,1923,3,Review text 5086
B002534,2790,3,Review text 5087
B003353,1445,4,Review text 5088
B009133,4097,3,Review text 5089
B003969,2593,2,Review text 5090
B000321,2273,1,Review text 5091
B005691,1337,4,Review text 5092
B002022,3676,2,Review text 5093
B007702,2378,3,Review text 5094
B006367,3997,1,Review text 5095
B006396,3132,3,Review text 5096
B002963,383,4,Review text 5097
B009907,1426,3,Review text 5098
B007941,432,1,Review text 5099
B007903,1628,1,Review text 5100
B002728,4879,2,Review text 5101
B001713,4192,2,Review text 5102
B006088,2944,3,Review text 5103
B001156,3787,5,Review text 5104
B008724,1238,2,Review text 5105
B003482,1901,3,Review text 5106
B000136,1129,3,Review text 5107
B008841,1732,4,Review text 5108
B006819,3732,2,Review text 5109
B005026,2381,1,Review text 5110
B005555,1806,1,Review text 5111
B001570,2315,4,Review text 5112
B000571,2075,1,Review text 5113
B004126,2924,4,Review text 5114
B005763,3008,4,Review text 5115
B006477,1323,1,Review text 5116
B001698,4629,1,Review text 5117
B005880,4165,1,Review text 5118
B008501,3965,4,Review text 5119
B008369,433,1,Review text 5120
B002906,4294,2,Review text 5121
B003899,860,4,Review text 5122
B005036,3803,3,Review text 5123
B008728,1713,1,Review text 5124
B004056,1575,4,Review text 5125
B001794,4011,4,Review text 5126
B000038,4690,2,Review text 5127
B004876,784,3,Review text 5128
B008153,1367,1,Review text 5129
B009692,2279,1,Review text 5130
B003688,3569,2,Review text 5131
B007895,1895,5,Review text 5132
B000024,3018,4,Review text 5133
B007240,4065,5,Review text 5134
B007826,3361,3,Review text 5135
B004568,1129,2,Review text 5136
B006977,1511,4,Review text 5137
B004238,2044,5,Review text 5138
B004600,1358,5,Review text 5139
B009091,111,4,Review text 5140
B003842,1441,3,Review text 5141
B007300,182,3,Review text 5142
B006090,4089,5,Review text 5143
B009331,2598,5,Review text 5144
B002764,2833,1,Review text 5145
B005452,1428,3,Review text 5146
B007702,1906,5,Review text 5147
B001625,3318,5,Review text 5148
B000975,142,1,Review text 5149
B000369,840,3,Review text 5150
B000229,398,1,Review text 5151
B003206,3864,2,Review text 5152
B006021,4120,5,Review text 5153
B006932,3082,5,Review text 5154
B003047,609,3,Review text 5155
B008363,1043,2,Review text 5156
B006113,4144,4,Review text 5157
B002125,2928,2,Review text 5158
B002811,1241,5,Review text 5159
B005062,1813,2,Review text 5160
B004923,4710,5,Review text 5161
B006313,3911,3,Review text 5162
B009601,2346,5,Review text 5163
B000170,1260,2,Review text 5164
B007558,751,3,Review text 5165
B002815,3010,1,Review text 5166
B003102,4510,4,Review text 5167
B002611,3832,5,Review text 5168
B005110,2732,5,Review text 5169
B000430,3372,5,Review text 5170
B000745,3369,5,Review text 5171
B003801,1215,5,Review text 5172
B004308,3712,5,Review text 5173
B000778,115,3,Review text 5174
B005770,85,4,Review text 5175
B006717,92,3,Review text 5176
B004709,2537,4,Review text 5177
B000152,2813,1,Review text 5178
B005767,3059,1,Review text 5179
B007594,4871,5,Review text 5180
B001085,589,2,Review text 5181
B002335,1418,5,Review text 5182
B003029,3571,2,Review text 5183
B001773,2880,1,Review text 5184
B004727,3716,3,Review text 5185
B001257,1206,2,Review text 5186
B007809,702,4,Review text 5187
B007886,1006,1,Review text 5188
B008457,874,2,Review text 5189
B009563,579,4,Review text 5190
B007962,4110,5,Review text 5191
B005476,79,5,Review text 5192
B009069,321,4,Review text 5193
B008716,1256,3,Review text 5194
B001937,2268,5,Review text 5195
B006124,3055,1,Review text 5196
B007296,2397,5,Review text 5197
B005511,852,1,Review text 5198
B001382,4185,5,Review text 5199
B006330,1646,3,Review text 5200
B009857,2368,2,Review text 5201
B008402,2926,3,Review text 5202
B008459,2358,3,Review text 5203
B000907,548,4,Review text 5204
B000060,2198,1,Review text 5205
B006870,2002,5,Review text 5206
B005853,4158,2,Review text 5207
B002696,3134,2,Review text 5208
B007443,1507,4,Review text 5209
B000916,2057,3,Review text 5210
B009407,1809,2,Review text 5211
B006561,3000,5,Review text 5212
B002568,1251,5,Review text 5213
B000533,4408,2,Review text 5214
B009413,2341,1,Review text 5215
B007387,1961,5,Review text 5216
B009382,1109,5,Review text 5217
B000808,4649,2,Review text 5218
B003057,39,3,Review text 5219
B001497,1474,1,Review text 5220
B002629,1068,4,Review text 5221
B004659,3383,4,Review text 5222
B007276,3898,1,Review text 5223
B005430,4153,3,Review text 5224
B001370,2712,1,Review text 5225
B002760,1636,3,Review text 5226
B002104,1538,3,Review text 5227
B001984,4355,5,Review text 5228
B000758,3905,4,Review text 5229
B008868,1417,5,Review text 5230
B001714,3949,5,Review text 5231
B004564,2571,3,Review text 5232
B007580,4881,3,Review text 5233
B004149,455,5,Review text 5234
B000761,1317,3,Review text 5235
B003897,3631,5,Review text 5236
B003784,4674,4,Review text 5237
B009766,2030,2,Review text 5238
B000885,3226,2,Review text 5239
B000603,618,4,Review text 5240
B009513,2929,5,Review text 5241
B003293,492,4,Review text 5242
B001981,4020,2,Review text 5243
B007023,712,4,Review text 5244
B008201,2755,2,Review text 5245
B004172,4473,2,Review text 5246
B005307,965,1,Review text 5247
B001245,1095,5,Review text 5248
B001763,2490,4,Review text 5249
B004886,3463,2,Review text 5250
B005980,3174,4,Review text 5251
B001339,1556,1,Review text 5252
B006420,281,2,Review text 5253
B001249,4229,1,Review text 5254
B003239,3920,5,Review text 5255
B009456,4192,1,Review text 5256
B005579,1068,2,Review text 5257
B006684,2855,4,Review text 5258
B000099,4858,5,Review text 5259
B005388,921,3,Review text 5260
B001593,15,5,Review text 5261
B002981,4142,2,Review text 5262
B005681,3604,3,Review text 5263
B000888,3476,1,Review text 5264
B008551,773,3,Review text 5265
B004756,2179,5,Review text 5266
B001732,4077,5,Review text 5267
B009713,2246,1,Review text 5268
B009457,1489,3,Review text 5269
B000119,1679,1,Review text 5270
B003126,1852,4,Review text 5271
B008122,2077,5,Review text 5272
B004036,3311,3,Review text 5273
B005393,3421,4,Review text 5274
B004035,36,4,Review text 5275
B009158,1361,4,Review text 5276
B009866,306,5,Review text 5277
B006156,3703,5,Review text 5278
B000176,3244,1,Review text 5279
B005431,687,5,Review text 5280
B005172,2519,5,Review text 5281
B000401,4992,1,Review text 5282
B005963,2803,4,Review text 5283
B007017,3099,5,Review text 5284
B000019,4389,4,Review text 5285
B004789,3495,5,Review text 5286
B001139,3248,4,Review text 5287
B009611,2781,1,Review text 5288
B004693,219,5,Review text 5289
B004111,2803,5,Review text 5290
B005879,1099,5,Review text 5291
B001912,1520,3,Review text 5292
B006917,1667,4,Review text 5293
B008720,2861,2,Review text 5294
B008040,4561,2,Review text 5295
B004916,4029,2,Review text 5296
B002119,4385,4,Review text 5297
B009105,3358,1,Review text 5298
B007231,1747,3,Review text 5299
B008417,4796,5,Review text 5300
B003639,4874,1,Review text 5301
B009333,4864,1,Review text 5302
B006433,429,3,Review text 5303
B003065,2801,1,Review text 5304
B002393,3184,4,Review text 5305
B004692,683,3,Review text 5306
B003604,3312,2,Review text 5307
B003773,2266,5,Review text 5308
B006359,544,5,Review text 5309
B000745,4720,3,Review text 5310
B002109,3036,4,Review text 5311
B006854,4883,2,Review text 5312
B004616,1134,4,Review text 5313
B008036,1148,1,Review text 5314
B000862,4349,5,Review text 5315
B008658,4211,1,Review text 5316
B007241,4684,2,Review text 5317
B000094,94,2,Review text 5318
B005281,3769,4,Review text 5319
B002114,2820,4,Review text 5320
B007844,1379,4,Review text 5321
B000227,2805,2,Review text 5322
B004975,3813,3,Review text 5323
B006469,3152,2,Review text 5324
B004263,3438,4,Review text 5325
B005913,1497,1,Review text 5326
B008434,1603,3,Review text 5327
B007970,1426,3,Review text 5328
B004068,3194,4,Review text 5329
B000907,518,5,Review text 5330
B007306,1561,2,Review text 5331
B004108,2609,4,Review text 5332
B001324,2294,4,Review text 5333
B000462,1237,1,Review text 5334
B006232,3523,3,Review text 5335
B007260,980,5,Review text 5336
B004223,553,4,Review text 5337
B000521,1685,4,Review text 5338
B001121,659,1,Review text 5339
B001737,112,3,Review text 5340
B001712,3014,4,Review text 5341
B001223,189,3,Review text 5342
B006053,1156,5,Review text 5343
B006935,594,5,Review text 5344
B009085,438,4,Review text 5345
B004193,662,3,Review text 5346
B005550,346,2,Review text 5347
B004440,760,1,Review text 5348
B005007,1704,5,Review text 5349
B008908,1534,5,Review text 5350
B004716,2416,3,Review text 5351
B008258,4663,1,Review text 5352
B000448,1925,2,Review text 5353
B002032,1432,4,Review text 5354
B002561,3636,5,Review text 5355
B003100,2391,4,Review text 5356
B001651,2432,4,Review text 5357
B003613,2709,1,Review text 5358
B009883,222,1,Review text 5359
B008535,2286,1,Review text 5360
B008036,1979,5,Review text 5361
B008802,2695,5,Review text 5362
B004349,1389,4,Review text 5363
B000219,1706,4,Review text 5364
B000472,1864,3,Review text 5365
B005349,3925,5,Review text 5366
B005514,4387,2,Review text 5367
B005424,1720,5,Review text 5368
B007788,3497,5,Review text 5369
B004042,1902,1,Review text 5370
B006362,2661,4,Review text 5371
B007128,4872,5,Review text 5372
B001724,3743,2,Review text 5373
B000027,1492,5,Review text 5374
B002212,4697,5,Review text 5375
B000891,1750,1,Review text 5376
B006365,4834,4,Review text 5377
B004928,2318,1,Review text 5378
B006840,1448,2,Review text 5379
B003111,1501,3,Review text 5380
B008543,2035,4,Review text 5381
B000641,2498,5,Review text 5382
B002116,3007,4,Review text 5383
B000077,2400,1,Review text 5384
B002958,2305,3,Review text 5385
B000628,972,1,Review text 5386
B005781,1379,3,Review text 5387
B003560,3908,5,Review text 5388
B001082,4315,3,Review text 5389
B007058,1832,4,Review text 5390
B003605,4429,4,Review text 5391
B003626,3472,4,Review text 5392
B006526,2805,4,Review text 5393
B004872,2451,3,Review text 5394
B002058,4993,2,Review text 5395
B000987,4050,1,Review text 5396
B009119,3308,1,Review text 5397
B007143,2178,4,Review text 5398
B000479,3474,2,Review text 5399
B004445,360,5,Review text 5400
B007126,1853,1,Review text 5401
B000482,2659,3,Review text 5402
B009280,761,3,Review text 5403
B004470,498,4,Review text 5404
B007518,2228,5,Review text 5405
B005724,318,3,Review text 5406
B003488,1424,2,Review text 5407
B002838,1991,1,Review text 5408
B009069,3012,4,Review text 5409
B005270,4668,4,Review text 5410
B007018,2124,1,Review text 5411
B008200,3403,5,Review text 5412
B000226,2500,4,Review text 5413
B000428,4210,5,Review text 5414
B001597,2128,5,Review text 5415
B004981,364,4,Review text 5416
B007022,4964,1,Review text 5417
B000022,3,4,Review text 5418
B006752,3461,5,Review text 5419
B005654,4164,4,Review text 5420
B004695,1856,2,Review text 5421
B002517,1018,5,Review text 5422
B009687,3813,1,Review text 5423
B004449,4021,2,Review text 5424
B008263,1742,1,Review text 5425
B002582,2592,5,Review text 5426
B005459,4090,2,Review text 5427
B008057,3677,3,Review text 5428
B007886,2025,4,Review text 5429
B001459,3512,5,Review text 5430
B006356,3227,1,Review text 5431
B006139,1234,2,Review text 5432
B005130,4338,5,Review text 5433
B007368,2109,4,Review text 5434
B004289,43,2,Review text 5435
B005108,1277,1,Review text 5436
B002403,2832,3,Review text 5437
