itemid,property,value
1214,categoryid,IT Hardware
1214,brand,Brand_5
1214,price,726.3897985104268
1214,rating,4.518768273082613
1215,categoryid,Office Furniture
1215,brand,Brand_15
1215,price,415.14346780770285
1215,rating,4.613587982258416
1216,categoryid,Safety Equipment
1216,brand,Brand_16
1216,price,738.9957405914475
1216,rating,4.966920604635651
1217,categoryid,Industrial Equipment
1217,brand,Brand_12
1217,price,448.264227354965
1217,rating,4.903478011180312
1218,categoryid,Industrial Equipment
1218,brand,Brand_19
1218,price,295.447372160662
1218,rating,4.9689548739698965
1219,categoryid,Office Furniture
1219,brand,Brand_7
1219,price,112.39855167330082
1219,rating,4.518630880298021
1220,categoryid,Safety Equipment
1220,brand,Brand_16
1220,price,618.1456387078053
1220,rating,3.5213537675409006
1221,categoryid,Office Supplies
1221,brand,Brand_5
1221,price,505.8763476424413
1221,rating,4.17190739020158
1222,categoryid,Office Supplies
1222,brand,Brand_11
1222,price,198.04116845032715
1222,rating,4.510579732766834
1223,categoryid,Manufacturing Tools
1223,brand,Brand_8
1223,price,515.7518408066501
1223,rating,3.8991217315066953
1224,categoryid,Office Supplies
1224,brand,Brand_13
1224,price,553.740691045985
1224,rating,3.108958304689615
1225,categoryid,Manufacturing Tools
1225,brand,Brand_5
1225,price,132.5655792490376
1225,rating,3.6745128101353575
1226,categoryid,Office Furniture
1226,brand,Brand_2
1226,price,679.2703366907698
1226,rating,4.136473604733315
1227,categoryid,Manufacturing Tools
1227,brand,Brand_11
1227,price,180.4827700133762
1227,rating,3.8226288883105566
1228,categoryid,Manufacturing Tools
1228,brand,Brand_6
1228,price,966.5883341815862
1228,rating,3.235546500513392
1229,categoryid,Manufacturing Tools
1229,brand,Brand_12
1229,price,818.6922463148957
1229,rating,3.5814067077789105
1230,categoryid,Office Furniture
1230,brand,Brand_14
1230,price,510.1729865991031
1230,rating,4.787039927792353
1231,categoryid,Office Furniture
1231,brand,Brand_10
1231,price,65.20362468179026
1231,rating,3.6503952895474843
1232,categoryid,Manufacturing Tools
1232,brand,Brand_16
1232,price,611.9269489090304
1232,rating,3.8124672675185893
1233,categoryid,Office Furniture
1233,brand,Brand_13
1233,price,789.1009629080742
1233,rating,3.9824181938450742
1234,categoryid,Industrial Equipment
1234,brand,Brand_14
1234,price,994.1281594507057
1234,rating,4.952805390448109
1235,categoryid,Industrial Equipment
1235,brand,Brand_16
1235,price,667.6610970452207
1235,rating,3.648573209411426
1236,categoryid,Office Furniture
1236,brand,Brand_8
1236,price,87.5701522239568
1236,rating,4.464937569383181
1237,categoryid,Office Furniture
1237,brand,Brand_17
1237,price,653.5095450416745
1237,rating,3.078469264191144
1238,categoryid,IT Hardware
1238,brand,Brand_11
1238,price,625.392047448198
1238,rating,3.263150562098528
1239,categoryid,IT Hardware
1239,brand,Brand_5
1239,price,359.75475457018706
1239,rating,4.793128253320356
1240,categoryid,Manufacturing Tools
1240,brand,Brand_2
1240,price,309.8164900757171
1240,rating,3.4650265897041317
1241,categoryid,IT Hardware
1241,brand,Brand_4
1241,price,641.2109000071869
1241,rating,4.991034173760476
1242,categoryid,Office Supplies
1242,brand,Brand_6
1242,price,330.36182603851927
1242,rating,4.223521116843745
1243,categoryid,IT Hardware
1243,brand,Brand_14
1243,price,228.1799646388875
1243,rating,3.969152686648286
1244,categoryid,Safety Equipment
1244,brand,Brand_12
1244,price,915.7705271171474
1244,rating,4.397230563685983
1245,categoryid,Office Supplies
1245,brand,Brand_19
1245,price,160.33687748581016
1245,rating,3.958232643777396
1246,categoryid,Safety Equipment
1246,brand,Brand_2
1246,price,355.45268065927246
1246,rating,3.6741263598120275
1247,categoryid,Office Furniture
1247,brand,Brand_13
1247,price,618.2530785802967
1247,rating,3.242544449474861
1248,categoryid,Industrial Equipment
1248,brand,Brand_9
1248,price,940.5003262227362
1248,rating,4.782073040164053
1249,categoryid,Manufacturing Tools
1249,brand,Brand_2
1249,price,10.574905576682754
1249,rating,4.981793737391974
1250,categoryid,IT Hardware
1250,brand,Brand_5
1250,price,400.44133835778376
1250,rating,4.051945137123601
1251,categoryid,Office Furniture
1251,brand,Brand_13
1251,price,905.1123897353426
1251,rating,4.320767735926605
1252,categoryid,Manufacturing Tools
1252,brand,Brand_16
1252,price,325.86892213204334
1252,rating,3.673006828120765
1253,categoryid,Industrial Equipment
1253,brand,Brand_2
1253,price,485.1127686727507
1253,rating,4.170022755873642
1254,categoryid,Safety Equipment
1254,brand,Brand_7
1254,price,358.55129522265224
1254,rating,4.954385790393099
1255,categoryid,Safety Equipment
1255,brand,Brand_7
1255,price,372.68260859152826
1255,rating,4.112914957804524
1256,categoryid,IT Hardware
1256,brand,Brand_4
1256,price,790.0358945070012
1256,rating,4.711517840461134
1257,categoryid,Industrial Equipment
1257,brand,Brand_9
1257,price,805.8402978304754
1257,rating,4.7750801067648805
1258,categoryid,Office Furniture
1258,brand,Brand_12
1258,price,706.0515824062064
1258,rating,4.522451741172829
1259,categoryid,Safety Equipment
1259,brand,Brand_15
1259,price,762.3909155855268
1259,rating,3.494409262371928
1260,categoryid,Safety Equipment
1260,brand,Brand_10
1260,price,176.19206610985245
1260,rating,4.1701998988459845
1261,categoryid,Office Supplies
1261,brand,Brand_16
1261,price,336.4624116330473
1261,rating,3.0432081905069834
1262,categoryid,Industrial Equipment
1262,brand,Brand_2
1262,price,622.8900662984241
1262,rating,3.571991737664482
1263,categoryid,IT Hardware
1263,brand,Brand_10
1263,price,128.18604139942323
1263,rating,3.0170432325654697
1264,categoryid,Office Supplies
1264,brand,Brand_12
1264,price,510.3203343149733
1264,rating,4.915157822023303
1265,categoryid,Manufacturing Tools
1265,brand,Brand_14
1265,price,753.9751295249896
1265,rating,4.330618655842702
1266,categoryid,Safety Equipment
1266,brand,Brand_17
1266,price,974.7934437515813
1266,rating,3.520882413738854
1267,categoryid,Industrial Equipment
1267,brand,Brand_10
1267,price,92.80346358772906
1267,rating,4.461906143323922
1268,categoryid,Safety Equipment
1268,brand,Brand_12
1268,price,988.9231628404106
1268,rating,3.374350531648665
1269,categoryid,Safety Equipment
1269,brand,Brand_3
1269,price,54.55240844076919
1269,rating,3.062638486367125
1270,categoryid,Safety Equipment
1270,brand,Brand_3
1270,price,726.213999394672
1270,rating,3.6205760082206355
1271,categoryid,Manufacturing Tools
1271,brand,Brand_16
1271,price,930.3169276214732
1271,rating,4.441716793974357
1272,categoryid,Manufacturing Tools
1272,brand,Brand_8
1272,price,257.04665043787026
1272,rating,4.520936040073514
1273,categoryid,Safety Equipment
1273,brand,Brand_1
1273,price,238.98057578437104
1273,rating,3.563659325802524
1274,categoryid,Safety Equipment
1274,brand,Brand_9
1274,price,847.0455809785784
1274,rating,4.4735882594505565
1275,categoryid,Office Supplies
1275,brand,Brand_10
1275,price,793.1278436968445
1275,rating,3.1128108780502712
1276,categoryid,Office Supplies
1276,brand,Brand_1
1276,price,958.5020230013562
1276,rating,3.5853977214161286
1277,categoryid,Office Supplies
1277,brand,Brand_3
1277,price,161.58406043122721
1277,rating,3.634566418174578
1278,categoryid,Safety Equipment
1278,brand,Brand_19
1278,price,165.49299896925686
1278,rating,3.1176907511946417
1279,categoryid,Office Supplies
1279,brand,Brand_16
1279,price,590.9771310349639
1279,rating,4.854867643386226
1280,categoryid,IT Hardware
1280,brand,Brand_15
1280,price,317.06015821204323
1280,rating,4.207113327367285
1281,categoryid,Safety Equipment
1281,brand,Brand_5
1281,price,141.3453551539486
1281,rating,3.4015359372437555
1282,categoryid,Safety Equipment
1282,brand,Brand_11
1282,price,846.7584830436466
1282,rating,4.798657084289628
1283,categoryid,Office Supplies
1283,brand,Brand_16
1283,price,88.07103459883423
1283,rating,4.90994861059364
1284,categoryid,Office Supplies
1284,brand,Brand_10
1284,price,766.6972282767273
1284,rating,4.262484297718796
1285,categoryid,Office Supplies
1285,brand,Brand_19
1285,price,228.39301429405182
1285,rating,3.9559228181304884
1286,categoryid,Industrial Equipment
1286,brand,Brand_5
1286,price,918.0239459240717
1286,rating,4.808578311395439
1287,categoryid,Safety Equipment
1287,brand,Brand_1
1287,price,143.57896600327564
1287,rating,4.308621006233696
1288,categoryid,Safety Equipment
1288,brand,Brand_16
1288,price,53.61300681682569
1288,rating,4.2912172456731295
1289,categoryid,Manufacturing Tools
1289,brand,Brand_10
1289,price,527.7909513850188
1289,rating,3.911754207948593
1290,categoryid,Office Furniture
1290,brand,Brand_10
1290,price,706.386650838811
1290,rating,4.920990836454582
1291,categoryid,Industrial Equipment
1291,brand,Brand_1
1291,price,966.429531673
1291,rating,3.4382509536039283
1292,categoryid,IT Hardware
1292,brand,Brand_9
1292,price,814.2649949860654
1292,rating,4.5877201647840655
1293,categoryid,Office Supplies
1293,brand,Brand_7
1293,price,563.1422635167796
1293,rating,4.300857729500407
1294,categoryid,Manufacturing Tools
1294,brand,Brand_5
1294,price,903.1562352586598
1294,rating,3.412555480707254
1295,categoryid,Safety Equipment
1295,brand,Brand_11
1295,price,759.1148713910623
1295,rating,3.8152271879123667
1296,categoryid,Office Furniture
1296,brand,Brand_8
1296,price,90.69811986804298
1296,rating,3.58542295016039
1297,categoryid,Office Furniture
1297,brand,Brand_3
1297,price,713.0178213375124
1297,rating,4.334705931171285
1298,categoryid,Office Furniture
1298,brand,Brand_3
1298,price,101.22487290279659
1298,rating,4.08192580233248
1299,categoryid,Manufacturing Tools
1299,brand,Brand_12
1299,price,633.2962206457594
1299,rating,3.0070591524319585
1300,categoryid,IT Hardware
1300,brand,Brand_16
1300,price,16.80992735916654
1300,rating,3.2140548444130075
1301,categoryid,IT Hardware
1301,brand,Brand_4
1301,price,516.1131660786045
1301,rating,3.3892260160680463
1302,categoryid,Office Furniture
1302,brand,Brand_14
1302,price,257.89354515694896
1302,rating,4.680780551559883
1303,categoryid,Industrial Equipment
1303,brand,Brand_8
1303,price,970.5289144657415
1303,rating,3.014938192817019
1304,categoryid,Manufacturing Tools
1304,brand,Brand_16
1304,price,727.9413667970969
1304,rating,4.3742935047078575
1305,categoryid,Industrial Equipment
1305,brand,Brand_9
1305,price,49.90154575055924
1305,rating,4.569136891037226
1306,categoryid,Safety Equipment
1306,brand,Brand_16
1306,price,234.2994050077383
1306,rating,4.022667664957162
1307,categoryid,IT Hardware
1307,brand,Brand_7
1307,price,472.0541806521331
1307,rating,4.089210339313443
1308,categoryid,IT Hardware
1308,brand,Brand_9
1308,price,327.45083204137654
1308,rating,3.5809529928542023
1309,categoryid,Office Supplies
1309,brand,Brand_2
1309,price,771.5843525222035
1309,rating,3.956639525186408
1310,categoryid,Manufacturing Tools
1310,brand,Brand_9
1310,price,643.1283571774499
1310,rating,4.222503946544436
1311,categoryid,Office Supplies
1311,brand,Brand_15
1311,price,862.3902853363467
1311,rating,3.85514911015446
1312,categoryid,Office Furniture
1312,brand,Brand_15
1312,price,183.56045768951816
1312,rating,3.05091128776026
1313,categoryid,Office Supplies
1313,brand,Brand_4
1313,price,294.9696820695837
1313,rating,4.808615846430536
1314,categoryid,Office Furniture
1314,brand,Brand_1
1314,price,384.5707997761088
1314,rating,3.4864371254578277
1315,categoryid,IT Hardware
1315,brand,Brand_7
1315,price,518.548990206534
1315,rating,3.5283361760799528
1316,categoryid,Office Furniture
1316,brand,Brand_3
1316,price,252.49131266340808
1316,rating,4.296024306422412
1317,categoryid,IT Hardware
1317,brand,Brand_1
1317,price,504.05121963827213
1317,rating,4.328191318626534
1318,categoryid,Office Supplies
1318,brand,Brand_11
1318,price,896.5257385740017
1318,rating,3.615009022694816
1319,categoryid,Safety Equipment
1319,brand,Brand_13
1319,price,409.9570070296324
1319,rating,3.876498305258076
1320,categoryid,IT Hardware
1320,brand,Brand_1
1320,price,963.2567113616097
1320,rating,3.993372006208212
1321,categoryid,Office Furniture
1321,brand,Brand_17
1321,price,475.8384187031802
1321,rating,4.1612064045528445
1322,categoryid,Safety Equipment
1322,brand,Brand_16
1322,price,406.44085021903715
1322,rating,3.1550831216774426
1323,categoryid,Office Furniture
1323,brand,Brand_16
1323,price,647.0242664471225
1323,rating,3.698017310893138
1324,categoryid,Office Supplies
1324,brand,Brand_15
1324,price,23.631168456096393
1324,rating,4.841199821463696
1325,categoryid,Industrial Equipment
1325,brand,Brand_8
1325,price,504.0860150389201
1325,rating,4.791058716537117
1326,categoryid,Industrial Equipment
1326,brand,Brand_5
1326,price,240.4786996574068
1326,rating,3.763825970016698
1327,categoryid,IT Hardware
1327,brand,Brand_14
1327,price,570.8843568203482
1327,rating,3.396556605603901
1328,categoryid,IT Hardware
1328,brand,Brand_1
1328,price,917.2012794554304
1328,rating,3.1154379902805833
1329,categoryid,Safety Equipment
1329,brand,Brand_17
1329,price,642.6533656612374
1329,rating,4.36877324337542
1330,categoryid,Office Furniture
1330,brand,Brand_16
1330,price,13.775462016944473
1330,rating,4.017000049851865
1331,categoryid,Office Furniture
1331,brand,Brand_18
1331,price,767.9854319653888
1331,rating,4.766876715141965
1332,categoryid,IT Hardware
1332,brand,Brand_16
1332,price,142.9970957837926
1332,rating,4.984341294158524
1333,categoryid,Safety Equipment
1333,brand,Brand_3
1333,price,515.687849842488
1333,rating,3.6090373579190578
1334,categoryid,Safety Equipment
1334,brand,Brand_10
1334,price,827.3417981946862
1334,rating,4.395659183938228
1335,categoryid,IT Hardware
1335,brand,Brand_6
1335,price,843.8583649354568
1335,rating,4.808377931378961
1336,categoryid,Safety Equipment
1336,brand,Brand_5
1336,price,973.1155961122231
1336,rating,3.7976231927728445
1337,categoryid,Manufacturing Tools
1337,brand,Brand_17
1337,price,529.7422846977669
1337,rating,3.1689484238736334
1338,categoryid,Office Furniture
1338,brand,Brand_8
1338,price,405.82811419568236
1338,rating,3.4122100513301272
1339,categoryid,Manufacturing Tools
1339,brand,Brand_10
1339,price,888.7554392865125
1339,rating,4.535855550210499
1340,categoryid,Safety Equipment
1340,brand,Brand_13
1340,price,188.410148340368
1340,rating,3.676341785314957
1341,categoryid,Office Furniture
1341,brand,Brand_6
1341,price,727.5551612212555
1341,rating,4.338881265634249
1342,categoryid,Safety Equipment
1342,brand,Brand_6
1342,price,200.82245952386356
1342,rating,3.8296779770240255
1343,categoryid,Office Furniture
1343,brand,Brand_19
1343,price,810.7326909297122
1343,rating,3.056819135354976
1344,categoryid,Office Supplies
1344,brand,Brand_10
1344,price,988.7680145478123
1344,rating,3.428787009559548
1345,categoryid,IT Hardware
1345,brand,Brand_11
1345,price,413.4144283628401
1345,rating,4.450453861902828
1346,categoryid,Industrial Equipment
1346,brand,Brand_7
1346,price,691.2437391900984
1346,rating,4.274021730903298
1347,categoryid,Industrial Equipment
1347,brand,Brand_12
1347,price,514.593584036106
1347,rating,4.19858266748993
1348,categoryid,Office Furniture
1348,brand,Brand_17
1348,price,295.8766623358319
1348,rating,4.8685593282384625
1349,categoryid,Manufacturing Tools
1349,brand,Brand_17
1349,price,259.7133605071744
1349,rating,3.148139054571619
1350,categoryid,Industrial Equipment
1350,brand,Brand_5
1350,price,472.95082989504675
1350,rating,4.017907723156548
1351,categoryid,Office Furniture
1351,brand,Brand_8
1351,price,699.4003032478043
1351,rating,4.430280071843367
1352,categoryid,Safety Equipment
1352,brand,Brand_1
1352,price,913.5565513359861
1352,rating,3.810408618523488
1353,categoryid,Industrial Equipment
1353,brand,Brand_11
1353,price,640.7822455018934
1353,rating,3.190957905317674
1354,categoryid,Manufacturing Tools
1354,brand,Brand_2
1354,price,526.6693170214619
1354,rating,3.097564775223355
1355,categoryid,Office Supplies
1355,brand,Brand_5
1355,price,551.2940503818882
1355,rating,3.879402395245693
1356,categoryid,Office Furniture
1356,brand,Brand_13
1356,price,492.5863202237935
1356,rating,3.17593450119655
1357,categoryid,Office Furniture
1357,brand,Brand_1
1357,price,769.5735768601685
1357,rating,4.021798966021611
1358,categoryid,Office Supplies
1358,brand,Brand_19
1358,price,728.8633623367609
1358,rating,3.072981555187322
1359,categoryid,Safety Equipment
1359,brand,Brand_5
1359,price,886.2593882469788
1359,rating,3.245116728171401
1360,categoryid,Manufacturing Tools
1360,brand,Brand_14
1360,price,237.19418536592036
1360,rating,4.845615112229477
